firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name2687,lastname2687,March,20,99,BS Information Technology Entrepreneurship,+639182455369,Male
name2688,lastname2688,July,7,97,BS Management,+639187043039,Male
name2689,lastname2689,March,21,99,BS Communications Technology Management,+639273461462,Female
name2690,lastname2690,August,16,99,BS Management Engineering,+639179198868,Male
name2691,lastname2691,March,16,00,BS Management Engineering,+639277903075,Male
name2692,lastname2692,July,11,98,BS Management,+639271057640,Male
name2693,lastname2693,August,6,99,BS Legal Management,+639274952855,Male
name2694,lastname2694,November,18,99,BS Information Technology Entrepreneurship,+639187772993,Female
name2695,lastname2695,September,6,00,BS Legal Management,+639185927760,Male
name2696,lastname2696,May,11,97,BS Information Technology Entrepreneurship,+639275269917,Male
name2697,lastname2697,January,1,01,BS Communications Technology Management,+639171686101,Female
name2698,lastname2698,October,3,99,BS Information Technology Entrepreneurship,+639179022249,Male
name2699,lastname2699,March,17,97,BS Information Technology Entrepreneurship,+639185466362,Female
name2700,lastname2700,January,16,97,BS Communications Technology Management,+639278994910,Female
name2701,lastname2701,May,26,98,BS Management Engineering,+639186311730,Male
name2702,lastname2702,April,24,97,BS Legal Management,+639271268003,Male
name2703,lastname2703,June,27,01,BS Communications Technology Management,+639271891936,Male
name2704,lastname2704,January,20,99,BS Communications Technology Management,+639277947557,Female
name2705,lastname2705,June,17,97,BS Communications Technology Management,+639275068327,Female
name2706,lastname2706,November,24,99,BS Legal Management,+639279809974,Female
name2707,lastname2707,February,2,01,BS Information Technology Entrepreneurship,+639175147049,Male
name2708,lastname2708,April,1,97,BS Management Engineering,+639177976642,Female
name2709,lastname2709,August,23,00,BS Legal Management,+639185176058,Female
name2710,lastname2710,May,11,01,BS Information Technology Entrepreneurship,+639184362312,Female
name2711,lastname2711,April,17,00,BS Management Engineering,+639173737451,Female
name2712,lastname2712,July,23,99,BS Management Engineering,+639172479027,Female
name2713,lastname2713,March,11,98,BS Legal Management,+639171321074,Female
name2714,lastname2714,November,16,99,BS Communications Technology Management,+639175067963,Female
name2715,lastname2715,July,12,98,BS Information Technology Entrepreneurship,+639277112332,Female
name2716,lastname2716,January,21,01,BS Communications Technology Management,+639186936829,Male
name2717,lastname2717,April,7,97,BS Legal Management,+639272327777,Male
name2718,lastname2718,January,14,99,BS Communications Technology Management,+639178116162,Male
name2719,lastname2719,January,13,98,BS Communications Technology Management,+639274303410,Female
name2720,lastname2720,January,14,00,BS Information Technology Entrepreneurship,+639177688378,Male
name2721,lastname2721,November,22,01,BS Management,+639274266313,Male
name2722,lastname2722,September,14,97,BS Management,+639183224902,Female
name2723,lastname2723,December,17,98,BS Information Technology Entrepreneurship,+639183171556,Female
name2724,lastname2724,January,20,97,BS Management Engineering,+639187759777,Female
name2725,lastname2725,August,10,97,BS Legal Management,+639179569599,Female
name2726,lastname2726,June,2,97,BS Management,+639274438591,Male
name2727,lastname2727,May,25,98,BS Legal Management,+639188736429,Male
name2728,lastname2728,January,2,97,BS Communications Technology Management,+639189827938,Female
name2729,lastname2729,March,5,98,BS Communications Technology Management,+639189222173,Male
name2730,lastname2730,May,13,97,BS Legal Management,+639271162793,Male
name2731,lastname2731,October,25,97,BS Communications Technology Management,+639177188274,Female
name2732,lastname2732,July,20,97,BS Legal Management,+639181647973,Female
name2733,lastname2733,December,26,99,BS Management,+639274654361,Male
name2734,lastname2734,July,14,00,BS Information Technology Entrepreneurship,+639187025168,Female
name2735,lastname2735,June,4,97,BS Information Technology Entrepreneurship,+639188288427,Male
name2736,lastname2736,August,23,01,BS Management Engineering,+639279717453,Female
name2737,lastname2737,August,1,99,BS Information Technology Entrepreneurship,+639275029852,Female
name2738,lastname2738,August,15,99,BS Management,+639279863332,Female
name2739,lastname2739,October,7,98,BS Legal Management,+639175087141,Female
name2740,lastname2740,February,20,97,BS Information Technology Entrepreneurship,+639184959723,Male
name2741,lastname2741,December,16,97,BS Management Engineering,+639185844013,Male
name2742,lastname2742,November,24,98,BS Information Technology Entrepreneurship,+639174451743,Male
name2743,lastname2743,November,2,97,BS Communications Technology Management,+639274257150,Female
name2744,lastname2744,December,27,99,BS Management,+639276603770,Female
name2745,lastname2745,August,18,99,BS Management Engineering,+639183117239,Female
name2746,lastname2746,August,14,00,BS Management,+639178649783,Female
name2747,lastname2747,July,12,97,BS Management,+639175471040,Male
name2748,lastname2748,November,27,97,BS Communications Technology Management,+639189256259,Male
name2749,lastname2749,May,11,97,BS Management,+639273936987,Female
name2750,lastname2750,May,22,99,BS Management,+639177459229,Female
name2751,lastname2751,June,26,97,BS Communications Technology Management,+639186356588,Female
name2752,lastname2752,March,21,97,BS Communications Technology Management,+639186126400,Female
name2753,lastname2753,May,26,01,BS Management Engineering,+639182287551,Male
name2754,lastname2754,January,2,97,BS Information Technology Entrepreneurship,+639177242365,Female
name2755,lastname2755,September,28,99,BS Legal Management,+639185506867,Female
name2756,lastname2756,October,5,01,BS Information Technology Entrepreneurship,+639172035605,Female
name2757,lastname2757,February,22,99,BS Information Technology Entrepreneurship,+639177892740,Male
name2758,lastname2758,April,9,98,BS Communications Technology Management,+639172432739,Female
name2759,lastname2759,January,3,97,BS Communications Technology Management,+639188661533,Male
name2760,lastname2760,May,2,00,BS Information Technology Entrepreneurship,+639273194713,Male
name2761,lastname2761,January,11,99,BS Legal Management,+639274922596,Female
name2762,lastname2762,February,8,01,BS Management Engineering,+639188697217,Male
name2763,lastname2763,December,21,99,BS Management Engineering,+639279403422,Female
name2764,lastname2764,January,5,97,BS Management,+639183165526,Male
name2765,lastname2765,September,5,99,BS Legal Management,+639278287422,Male
name2766,lastname2766,May,2,98,BS Legal Management,+639179959584,Female
name2767,lastname2767,November,6,98,BS Management,+639272802313,Male
name2768,lastname2768,December,26,97,BS Management Engineering,+639279695303,Female
name2769,lastname2769,June,28,01,BS Management,+639171889608,Female
name2770,lastname2770,October,4,00,BS Management Engineering,+639184777221,Female
name2771,lastname2771,July,14,01,BS Communications Technology Management,+639179831041,Male
name2772,lastname2772,July,19,97,BS Communications Technology Management,+639272961922,Male
name2773,lastname2773,September,9,99,BS Legal Management,+639278138305,Male
name2774,lastname2774,June,25,97,BS Management Engineering,+639179173265,Female
name2775,lastname2775,January,3,01,BS Management Engineering,+639172687940,Female
name2776,lastname2776,March,9,01,BS Management Engineering,+639185114076,Male
name2777,lastname2777,September,15,99,BS Management,+639278686320,Female
name2778,lastname2778,July,20,97,BS Legal Management,+639186056955,Male
name2779,lastname2779,March,22,97,BS Communications Technology Management,+639275811353,Male
name2780,lastname2780,September,21,99,BS Management,+639182985914,Female
name2781,lastname2781,January,2,97,BS Management,+639277172345,Female
name2782,lastname2782,July,8,00,BS Management Engineering,+639278673896,Female
name2783,lastname2783,September,1,97,BS Management Engineering,+639182395923,Female
name2784,lastname2784,February,7,99,BS Management Engineering,+639188524862,Male
name2785,lastname2785,July,18,99,BS Legal Management,+639189183415,Female
name2786,lastname2786,March,15,99,BS Information Technology Entrepreneurship,+639279963240,Female
name2787,lastname2787,April,13,99,BS Information Technology Entrepreneurship,+639179961035,Male
name2788,lastname2788,July,9,98,BS Management Engineering,+639178864199,Female
name2789,lastname2789,April,1,00,BS Communications Technology Management,+639271197616,Male
name2790,lastname2790,December,7,97,BS Management Engineering,+639273366772,Female
name2791,lastname2791,February,10,99,BS Management,+639178614046,Female
name2792,lastname2792,December,1,00,BS Information Technology Entrepreneurship,+639276618965,Female
name2793,lastname2793,January,23,98,BS Management,+639189962726,Male
name2794,lastname2794,September,21,97,BS Legal Management,+639188861969,Female
name2795,lastname2795,November,25,01,BS Management Engineering,+639275024847,Female
name2796,lastname2796,November,8,99,BS Management Engineering,+639182093758,Female
name2797,lastname2797,November,23,97,BS Management,+639185382389,Male
name2798,lastname2798,March,7,97,BS Information Technology Entrepreneurship,+639175754679,Male
name2799,lastname2799,August,4,98,BS Management Engineering,+639277461513,Male
name2800,lastname2800,February,11,99,BS Information Technology Entrepreneurship,+639174488596,Male
name2801,lastname2801,February,3,97,BS Management Engineering,+639189705996,Female
name2802,lastname2802,March,10,98,BS Legal Management,+639178916476,Male
name2803,lastname2803,May,8,01,BS Communications Technology Management,+639175701274,Female
name2804,lastname2804,December,8,97,BS Management,+639271872504,Female
name2805,lastname2805,May,1,98,BS Communications Technology Management,+639174003946,Female
name2806,lastname2806,December,23,97,BS Communications Technology Management,+639175633847,Female
name2807,lastname2807,February,10,01,BS Management Engineering,+639273833462,Female
name2808,lastname2808,August,12,01,BS Legal Management,+639184468356,Female
name2809,lastname2809,January,21,99,BS Communications Technology Management,+639186861049,Female
name2810,lastname2810,February,19,00,BS Management Engineering,+639178715040,Female
name2811,lastname2811,January,5,99,BS Legal Management,+639275766610,Female
name2812,lastname2812,April,10,00,BS Management,+639185743461,Female
name2813,lastname2813,November,23,99,BS Legal Management,+639175773447,Female
name2814,lastname2814,November,1,98,BS Information Technology Entrepreneurship,+639185764164,Male
name2815,lastname2815,March,8,97,BS Management,+639271804102,Male
name2816,lastname2816,October,11,01,BS Legal Management,+639171004536,Female
name2817,lastname2817,October,1,01,BS Management,+639187451327,Female
